client_upload,furina_avatar.jpg,1410801,1472127,15.118614333012374,93315.49630970042,0.9583419093597224,64,sr,reno
client_upload,kokomi_avatar.png,3333381,3869130,66.74010295799235,49945.69759801092,0.8615324375247149,64,sr,reno
client_upload,kokomi_avatar2.jpg,197337,231327,6.1379317920072936,32150.406144455494,0.8530651415528667,64,sr,reno
client_upload,furina_avatar.jpg,1410801,1439160,14.608531000005314,96573.77596689816,0.9802947552739097,64,gbn,reno
client_upload,kokomi_avatar.png,3333381,8633034,1223.7601851660002,2723.8841730643776,0.3861192947925376,64,gbn,reno
client_upload,chiori_september.png,15715094,40606585,5845.482936832996,2688.416709075919,0.3870085110579971,64,gbn,reno
client_upload,kokomi_avatar2.jpg,197337,328902,15.39337949999026,12819.60208933489,0.5999872302387945,64,gbn,reno
client_download,furina_avatar.jpg,1410801,1601553,37.488087707955856,37633.31464092245,0.8808956057027149,64,sr,reno
client_download,kokomi_avatar.png,3333381,3493062,51.091307583032176,65243.603221207086,0.9542862394082899,64,sr,reno
client_download,chiori_september.png,15715094,17180585,281.3966459999792,55846.770824699735,0.9147007508766436,64,sr,reno
client_download,kokomi_avatar2.jpg,197337,217896,5.326275791972876,37049.714980475226,0.9056476484194295,64,sr,reno
